Code,Description1,Description2,Type,Unknown1,Unknown2,Unknown3,Unknown4
G0451001003,"Development testing, with interpretation and report, per standardized",Devlopment test interpt&rep 13      A,,,C,M5D,1      0201201012012
G0451002004,instrument form,,,,,,
G0452001003,Molecular pathology procedure; physician interpretation and report,Molecular pathology interpr 13      A,,,C,T2D,1      0201301012013
G0453001003,"Continuous intraoperative neurophysiology monitoring, from outside the",Cont intraop neuro monitor  13      A,,,C,T2D,1      0201301012013
G0453002004,"operating room (remote or nearby), per patient, (attention directed exclusively",,,,,,
G0453003004,to one patient) each 15 minutes (list in addition to primary procedure),,,,,,
G0454001003,Physician documentation of face-to-face visit for durable medical equipment,Md document visit by npp    13      A,,,C,M5D,1      0201301012013
G0454002004,"determination performed by nurse practitioner, physician assistant or clinical",,,,,,
G0454003004,nurse specialist,,,,,,
G0455001003,"Preparation with instillation of fecal microbiota by any method, including",Fecal microbiota prep instil13      A,,,C,T2D,1      0201301012013
G0455002004,assessment of donor specimen,,,,,,
G0456001003,"Negative pressure wound therapy, (e.g. vacuum assisted drainage collection)",Neg pre wound <=50 sq cm    13      A,,,C,P6A,1      0201301012015
G0456002004,"using a mechanically-powered device, not durable medical equipment, including",,,,,,
G0456003004,"provision of cartridge and dressing(s), topical application(s), wound",,,,,,
G0456004004,"assessment, and instructions for ongoing care, per session; total wounds(s)",,,,,,
G0456005004,surface area less than or equal to 50 square centimeters,,,,,,
G0457001003,"Negative pressure wound therapy, (e.g. vacuum assisted drainage collection)",Neg pres wound >50 sq cm    13      A,,,C,P6A,1      0201301012015
G0457002004,"using a mechanically-powered device, not durable medical equipment, including",,,,,,
G0457003004,"provision of cartridge and dressing(s), topical application(s), wound",,,,,,
G0457004004,"assessment, and instructions for ongoing care, per session; total wounds(s)",,,,,,
G0457005004,surface area greater than 50 square centimeters,,,,,,
G0458001003,"Low dose rate (ldr) prostate brachytherapy services, composite rate",Ldr prostate brachy comp rat00      9,,,C,0185P7A,6      0201301012018
G0459001003,"Inpatient telehealth pharmacologic management, including prescription, use, and",Telehealth inpt pharm mgmt  13      A,,,C,M5D,1      0201208022012
G0459002004,review of medication with no more than minimal medical psychotherapy,,,,,,
G0460001003,Autologous platelet rich plasma or other blood-derived product for non-diabetic,Autolog prp not diab ulcer  13      A,,,C,P5E,1      0201208022023
G0460002004,"chronic wounds/ulcers, including as applicable phlebotomy, centrifugation or",,,,,,
G0460003004,"mixing, and all other preparatory procedures, administration and dressings, per",,,,,,
G0460004004,treatment,,,,,,
G0461001003,"Immunohistochemistry or immunocytochemistry, per specimen; first single or",Immunohisto/cyto chem 1st st13      A,220610.0,,C,T1G,5      0201401012015
G0461002004,multiplex antibody stain,,,,,,
G0462001003,"Immunohistochemistry or immunocytochemistry, per specimen; each additional",Immunohisto/cyto chem add   13      A,220610.0,,C,T1G,5      0201401012015
G0462002004,single or multiplex antibody stain (list separately in addition to code for,,,,,,
G0462003004,primary procedure),,,,,,
G0463001003,Hospital outpatient clinic visit for assessment and management of a patient,Hospital outpt clinic visit 00      9,,,C,M1B,1      0201401012014
G0464001003,"Colorectal cancer screening; stool-based dna and fecal occult hemoglobin (e.g.,","Colorec ca scr, sto bas dna 21      A",220310900.0,81528,C,T1H,5      0201410092016
G0464002004,"kras, ndrg4 and bmp3)",,,,,,
G0465001003,Autologous platelet rich plasma (prp) or other blood-derived product for,Autolog prp diab wound ulcer13      A,,,C,P5E,1      0202104132023
G0465002004,"diabetic chronic wounds/ulcers, using an fda-cleared device for this",,,,,,
G0465003004,"indication, (includes as applicable administration, dressings, phlebotomy,",,,,,,
G0465004004,"centrifugation or mixing, and all other preparatory procedures, per treatment)",,,,,,
G0466001003,"Federally qualified health center (fqhc) visit, new patient; a",Fqhc visit new patient      13      A,,,C,M1A,1      0201410012014
G0466002004,"medically-necessary, face-to-face encounter (one-on-one) between a new patient",,,,,,
G0466003004,and a fqhc practitioner during which time one or more fqhc services are,,,,,,
G0466004004,rendered and includes a typical bundle of medicare-covered services that would,,,,,,
G0466005004,be furnished per diem to a patient receiving a fqhc visit,,,,,,
G0467001003,"Federally qualified health center (fqhc) visit, established patient; a","Fqhc visit, estab pt        13      A",,,C,M1B,1      0201410012014
G0467002004,"medically-necessary, face-to-face encounter (one-on-one) between an established",,,,,,
G0467003004,patient and a fqhc practitioner during which time one or more fqhc services are,,,,,,
G0467004004,rendered and includes a typical bundle of medicare-covered services that would,,,,,,
G0467005004,be furnished per diem to a patient receiving a fqhc visit,,,,,,
G0468001003,"Federally qualified health center (fqhc) visit, ippe or awv; a fqhc visit that","Fqhc visit, ippe or awv     13      A",,,C,M1B,1      0201410012014
G0468002004,includes an initial preventive physical examination (ippe) or annual wellness,,,,,,
G0468003004,visit (awv) and includes a typical bundle of medicare-covered services that,,,,,,
G0468004004,would be furnished per diem to a patient receiving an ippe or awv,,,,,,
G0469001003,"Federally qualified health center (fqhc) visit, mental health, new patient; a","Fqhc visit, mh new pt       13      A",,,C,M1A,1      0201410012014
G0469002004,"medically-necessary, face-to-face mental health encounter (one-on-one) between",,,,,,
G0469003004,a new patient and a fqhc practitioner during which time one or more fqhc,,,,,,
G0469004004,services are rendered and includes a typical bundle of medicare-covered,,,,,,
G0469005004,services that would be furnished per diem to a patient receiving a mental,,,,,,
G0469006004,health visit,,,,,,
G0470001003,"Federally qualified health center (fqhc) visit, mental health, established","Fqhc visit, mh estab pt     13      A",,,C,M1B,1      0201410012014
G0470002004,"patient; a medically-necessary, face-to-face mental health encounter",,,,,,
G0470003004,(one-on-one) between an established patient and a fqhc practitioner during,,,,,,
G0470004004,which time one or more fqhc services are rendered and includes a typical bundle,,,,,,
G0470005004,of medicare-covered services that would be furnished per diem to a patient,,,,,,
G0470006004,receiving a mental health visit,,,,,,
G0471001003,Collection of venous blood by venipuncture or urine sample by catheterization,Ven blood coll snf/hha      21      A,,,C,Z2,5      0201404012014
G0471002004,from an individual in a skilled nursing facility (snf) or by a laboratory on,,,,,,
G0471003004,behalf of a home health agency (hha),,,,,,
G0472001003,"Hepatitis c antibody screening, for individual at high risk and other covered",Hep c screen high risk/other1321    A                                          1861SSA,220.0,,D,0199P5E,5      0201406022016
G0472002004,indication(s),,,,,,
G0473001003,"Face-to-face behavioral counseling for obesity, group (2-10), 30 minutes",Group behave couns 2-10     13      A,,,C,M1B,1      0201501012015
G0475001003,"Hiv antigen/antibody, combination assay, screening",Hiv combination assay       13      A,140220.0,,C,T2D,5      0201504132015
G0476001003,Infectious agent detection by nucleic acid (dna or rna); human papillomavirus,Hpv combo assay ca screen   13      A,140.0,,C,T2D,5      0201507092015
G0476002004,"(hpv), high-risk types (e.g., 16, 18, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59,",,,,,,
G0476003004,"68) for cervical cancer screening, must be performed in addition to pap test",,,,,,
G0477001003,"Drug test(s), presumptive, any number of drug classes; any number of devices or",Drug test presump optical   21      A,,80305,C,T1H,5      0201601012017
G0477002004,"procedures, (e.g., immunoassay) capable of being read by direct optical",,,,,,
G0477003004,"observation only (e.g., dipsticks, cups, cards, cartridges), includes sample",,,,,,
G0477004004,"validation when performed, per date of service",,,,,,
G0478001003,"Drug test(s), presumptive, any number of drug classes; any number of devices or",Drug test presump opt inst  21      A,,80306,C,T1H,5      0201601012017
G0478002004,"procedures, (e.g., immunoassay) read by instrument-assisted direct optical",,,,,,
G0478003004,"observation (e.g., dipsticks, cups, cards, cartridges), includes sample",,,,,,
G0478004004,"validation when performed, per date of service",,,,,,
G0479001003,"Drug test(s), presumptive, any number of drug classes; any number of devices or",Drug test presump not opt   21      A,,80307,C,T1H,5      0201601012017
G0479002004,"procedures by instrumented chemistry analyzers utilizing immunoassay, enzyme",,,,,,
G0479003004,"assay, tof, maldi, ldtd, desi, dart, ghpc, gc mass spectrometry), includes",,,,,,
G0479004004,"sample validation when performed, per date of service",,,,,,
G0480001003,"Drug test(s), definitive, utilizing (1) drug identification methods able to",Drug test def 1-7 classes   21      A,340.0,,C,T1H,5      0201601012017
G0480002004,identify individual drugs and distinguish between structural isomers (but not,,,,,,
G0480003004,"necessarily stereoisomers), including, but not limited to gc/ms (any type,",,,,,,
G0480004004,"single or tandem) and lc/ms (any type, single or tandem and excluding",,,,,,
G0480005004,"immunoassays (e.g., ia, eia, elisa, emit, fpia) and enzymatic methods (e.g.,",,,,,,
G0480006004,"alcohol dehydrogenase)), (2) stable isotope or other universally recognized",,,,,,
G0480007004,"internal standards in all samples (e.g., to control for matrix effects,",,,,,,
G0480008004,"interferences and variations in signal strength), and (3) method or",,,,,,
G0480009004,"drug-specific calibration and matrix-matched quality control material (e.g., to",,,,,,
G0480010004,control for instrument variations and mass spectral drift); qualitative or,,,,,,
G0480011004,"quantitative, all sources, includes specimen validity testing, per day; 1-7",,,,,,
G0480012004,"drug class(es), including metabolite(s) if performed",,,,,,
G0481001003,"Drug test(s), definitive, utilizing (1) drug identification methods able to",Drug test def 8-14 classes  21      A,340.0,,C,T1H,5      0201601012017
G0481002004,identify individual drugs and distinguish between structural isomers (but not,,,,,,
G0481003004,"necessarily stereoisomers), including, but not limited to gc/ms (any type,",,,,,,
G0481004004,"single or tandem) and lc/ms (any type, single or tandem and excluding",,,,,,
G0481005004,"immunoassays (e.g., ia, eia, elisa, emit, fpia) and enzymatic methods (e.g.,",,,,,,
G0481006004,"alcohol dehydrogenase)), (2) stable isotope or other universally recognized",,,,,,
G0481007004,"internal standards in all samples (e.g., to control for matrix effects,",,,,,,
G0481008004,"interferences and variations in signal strength), and (3) method or",,,,,,
G0481009004,"drug-specific calibration and matrix-matched quality control material (e.g., to",,,,,,
G0481010004,control for instrument variations and mass spectral drift); qualitative or,,,,,,
G0481011004,"quantitative, all sources, includes specimen validity testing, per day; 8-14",,,,,,
